"","x","route","location","url","avg_stars","route_type","rating","pitches","length","area_latitude","area_longitude","desc","protection","num_votes"
"428",114051,"Standard Route","Sunday Wall > The Access Fund Trailhead > Main Canyon: Unaweep Granite > Unaweep Canyon > Grand Junction Area > Colorado","https://www.mountainproject.com/route/105764022/standard-route",2.1,"Trad","5.7",1,160,38.81832,-108.60765,"The Standard Route provides the easiest access to the Sun Deck Ledge~ and combined with Sun Dancer~ is a great climb to the top of the Sunday Wall.  From the top of Access Fund trail~ turn right and follow the base of the wall past the first set of bolted routes to a large~ left facing dihedral near a pine tree.    There are two ways to start up the pitch - left and right cracks separated by a fin that runs to the top of the dihedral.  We started up the right side of the fin.  Climb the crack (with occasional chimney moves) to the top of the dihedral (about a third of the way to the top of the climb).  Continue up more face and crack climbing past several smaller ledges to a large ledge (the Sun Deck).  We used every bit of a 60 meter rope and were able to climb one ledge higher~ parallel to the rap anchors under Sun Dancer.  From this ledge~ either continue up Sun Dancer or High Exposure~ or walk to the right to find a pair of Metolius eye bolts for the descent.  Use two ropes to rappel back down.","A set of stoppers~ hexes~ and cams to a #3.5 Camalot. You will need gear for the anchor~ and then can traverse to a pair of rap bolts.",42
"429",37700,"Sandbag","The Archway > Crazy Horse *TEMPORARILY CLOSED* > Northwest - Around Chiang Mai > Thailand > Asia > International","https://www.mountainproject.com/route/106582886/sandbag",3.3,"Sport","5.11d",1,70,18.75,99.22999,"A hard climb that was originally rated 7a (11d) and has since been downgraded to even more effectively earn its name.   From the ladder clip in the belayer intolt he first bolt on a 3' sling to avoid a tragic result from an early fall~ then lead out and left past that and the second clip.  Turn directly uphill through a thin bulge (hard when in the sun) and execute the first crux (11c~ technical) after the 3rd clip.  Continue up on easier ground to the pumpy overhang at the top of the cave.  Come out the incredibly steep wall on threaded ropes and a final bolt (crux~ 11d~ pumpy and tricky) and out to the final holds.  Skipping a clip will be tempting~ but the top holds are not ""gimmes"" so maybe you shouldn't.  Finish with a hopeful flash~ rather than flash-pump!","6 bolts and 2 threads to a 2-bolt anchor with chains and steel biners.  Optional finish extends an additional bolt and to an additional anchor.",11
"430",64189,"Mass Wasting","S-Curve - Lower > S-Curves > Big Cottonwood Canyon > Wasatch Range > Utah","https://www.mountainproject.com/route/107778843/mass-wasting",2.8,"Sport","5.11c",1,80,40.63387,-111.72201,"Mass Wasting takes the obvious overhanging headwall about 60 feet up between Ionic Bonding to the left and Red Light District to the right.  Fourth or barely fifth class up easy rock (actually the first part of the Alpenbock Route) to the overhanging headwall~ then punch it past six bolts via somewhat cryptic but great climbing with superb position.  Almost as good as Cross Town~ particularly if the fourth class section is overlooked.    The Ruckmans' 1998 guide recommends climbing the overhanging headwall from a belay at the sixth bolt of Ionic Bonding (thereby making a two-pitch climb)~ but the benefit of having the belay closer to the leader seemed outweighed by the hassle.","Draws~ mabye gear if spooked by the approach section.  Lower from anchors; single rope is fine.",15
"431",16601,"Prick Pocket","Penitente - Entrance Area > Penitente Canyon > San Luis Valley > Colorado","https://www.mountainproject.com/route/105757363/prick-pocket",3,"Sport","5.12",1,30,37.84401,-106.28755,"Just right of Bucket Slave~ find a wall that has graffiti that says ""pink cows fly at night""  This route heads up cool pockets on this wall.  The start is the hardest~ but the climbing doesn't let up until you get into the crack near the top.  This route is also probably easier than it is rated~ but it is still really good.","5 bolts~ no anchors.  the last two bolts are cold shuts~ so either lower off the top one~ or string the rope through the bottom one too.",14
"432",70648,"Old Stud","04. Barrett's Cove Cliff > -Camden Hills > Maine","https://www.mountainproject.com/route/106175682/old-stud",2.3,"Sport","5.10a",1,100,44.24696,-69.08472,"A harder start to old spice. A short~ steep slab with three bolts. Join old spice after 25'. The hard section is quite safe~ but this route shares the runout 5.6 upper section of old spice.","Three bolts~ plus small gear for the upper section. Rappel off of a chain anchor.",11
"433",109281,"Ciebola","West Face, Right > Medlicott Dome > Tuolumne Meadows > Yosemite National Park > California","https://www.mountainproject.com/route/106498837/ciebola",3.6,"Trad","5.10b PG13",2,220,37.85505,-119.42899,"Ciebola has two excellent~ but very different pitches.    Pitch 1 follows a thin crack past a pin and a bolt.  Good thin cams/stoppers here.  I think getting to the bolt is the crux of the pitch.  Face traverse left around the roof 5.9+ and easy face leads past 2 bolts on a knobby face.  Run it out on stimulating climbing 20 feet to the bolted belay~ exciting 5.9+ here.  25 meters.    Pitch 2 head out right and up a ways on easy climbing to the first bolt.  Up and right a ways again on exciting 5.9+ climbing to the second bolt then the bolts seem to come much more often for well protected~ sustained knob climbing.  At the eighth bolt climb up then right to 3 more bolts and a long traverse to the bolted belay.  This traverse can be hairy for the second.  30 meters.    Rappel straight to the ground 60 meters or 30 meters (one rope) to the anchors at the top of the first pitch of Alien with a second 30 meter rappel to the ground.","Thin stoppers to 1""~ include thin cams but no micro-nuts.  A sling tie-off for the pin on the first pitch is probably safer than clipping the pin eye.  Second pitch has 11 bolts.  Double ropes can help with rope drag and better protect your second on the second pitch traverse.    All new big bolts thanks to the ASCA.",22
"434",92987,"Scion","Genetic Wall > West Twin Butte > Twin Butte > Sedona > Sedona Area > Northern Arizona > Arizona","https://www.mountainproject.com/route/114000261/scion",2.5,"Trad","5.8",1,50,34.83804,-111.76896,"Scion is a short splitter handcrack that makes a perfect warm-up for Heirloom. Thin hands widening to cupped hands/fists at the final roof.","1x .75 2x 1 2x 2 [BD c4 sizes] Rap from two-bolt chain anchor",13
"435",30599,"Nirvana","Killer Cave > Sinks Canyon > Lander Area > Wyoming","https://www.mountainproject.com/route/106182839/nirvana",3.8,"Sport","5.13a",1,90,42.74193,-108.83178,"A0 start just right of Killer.  4 routes begin here~ Nirvana is the second from the right.  A crimpy crux shared by all 4 leads to a long draw.  From a rest here you trend right to an overhanging head wall with positive pockets and edges.  A (relatively) hard move off an undercling to the second to last bolt provides the redpoint crux and may make it 5.13.  Pumpy and sustained.","Lots of bolts~ the first 6 or so are fixed~ and the last 8 or so are usually in situ.",12
"436",106616,"Hip Replacement","Nursing Home > Boulder Canyon > Boulder > Colorado","https://www.mountainproject.com/route/105795241/hip-replacement",1.3,"Sport","5.10+",1,50,39.9859,-105.4418,"Start on the the same flake for Lost Dentures. Stick clip the first bolt and reach right to a small layaway. Crank to a good bucket and then follow the bolts to the anchor.","Three bolts to a two bolt anchor.",30
"437",7126,"Hands Masseuse","Main Wall > The Pie Shop > South Shore > Lake Tahoe > California","https://www.mountainproject.com/route/105922750/hands-masseuse",2.4,"Trad","5.8",2,275,38.87904,-120.01293,"Good route~ but grainy. I don't know what the photo's all about.    Down and to the right of Pie Face are three cracks. These are to the left of True Grip.    Climb the right-hand crack~ a bolt protects face moves to a chimney/offwidth. Follow this to a belay. Most folks rap from here~ or there is an interesting down climb off the back side.    The seldom done second pitch~ goes up and right to a chimney. Climb this until it is possible to move left onto a face~ which is followed to the top.","Pro to 4"".",21
"438",62386,"Rock de Jours","Main Cliff > *Rumney > New Hampshire","https://www.mountainproject.com/route/106236801/rock-de-jours",2.4,"Trad","5.8 X",3,200,43.8025,-71.83593,"First pitch is the original start to Iron Man. 2nd pitch goes up right of the belay through face bulges and ramps to the same belay as Iron Man again. Third pitch is up the side walk in space right of the start to the third pitch of Iron Man. After the sidewalk traverse up and right to another great sidewalk ledge. Traverse ledge right to go directly up on small face holds to the top. I found the way to bring Bill up this steep wall at (5-8). Bill was in his comfort zone on this one as far as climbing it went. There was (5-8) on every pitch and maybe the finish is (5-7). Bill was thrilled and I repeated the ascent with other climbers.                                                                    Seems to me climbers stopped knowing where this route went up. We would walk off from the top down the death slab (now the Predator access ladder trail). Rock De Jour was climbed in 1986.","traditional.",13
"439",114875,"Stone Smoked Porter","Outer Gates > The Monastery > Big Thompson Canyon > Estes Park Valley > Colorado","https://www.mountainproject.com/route/105761106/stone-smoked-porter",2.3,"Sport","5.11a",1,100,40.45293,-105.369,"Long and sustained~ brace yourself for a continuum of sneaky moves as the thinness crescendos just shy of the finish.  There's a good bit more here than first impressions might suggest. Commence ten feet right of ""La Maudite"" and finesse the opening groove~ then fire onto the long headwall.  Crimp like there's no tomorrow as the crux seems to go on and on and on! Shares anchors with ""La Maudite"".","14 clips. Warning: a 60 meter rope is required.",23
"440",88516,"Lightning Never Strikes Twice","Inner Marker > Marker > Magna Carta > Mount Rushmore National Memorial > The Needles Of Rushmore > South Dakota","https://www.mountainproject.com/route/106047271/lightning-never-strikes-twice",3.7,"Trad","5.10+",1,90,43.8821,-103.4621,"Amazing hand and finger crack~ that protects well.  Follow the obvious crack initially trending left and then back right through a couple of steeper sections to attain a good bolt anchor.","Std Rack #.4-#2 Camalot~ 1 set of Stoppers",16
"441",6942,"Easy Crack","Hungover Wall - Right Side > Hungover Wall > Keller Peak > Running Springs Area > San Bernardino Mountains > California","https://www.mountainproject.com/route/105806841/easy-crack",2.3,"Trad","5.8",1,60,34.20426,-117.05131,"Stem off a boulder to start (direct is 5.10) and climb the offset crack taking advantage of the plentiful face holds. About three-quarters of the way up interesting moves past a bulge gain a ledge and a straightforward finger/hand crack leads to the anchors.","Gear to 3 inches~ ring anchors",30
"442",49428,"Chimney","Redrock and vicinity > Cape Ann > North Shore > Massachusetts","https://www.mountainproject.com/route/107432097/chimney",2.2,"Trad, TR","5.6",1,45,42.6168,-70.7276,"Start on the leftmost flake of the south end of main wall noted by a streak of moss which currently has a little man carved in it. Smear up the slab to the second horizontal crack and follow it to the base of the chimney. The chimney is kind of awkward till the halfway point~ this is probably the crux of the whole route.","#1 BD Camalot and below on the first half. The chimney will take up to a number 4 and as low as a number 2 BD.",32
"443",9404,"Big Crack on ""North"" / ""East"" Face","Northern Formation, The > Mount Tamalpais > San Francisco Bay Area > California","https://www.mountainproject.com/route/111787884/big-crack-on-north-east-face",1.8,"Trad, TR","5.6",1,50,37.92913,-122.57716,"East face of the Northern formation~ climb the obvious~ large~ 6-8-inch crack to the top.","Usual rack    Easily TR'd from an anchor of wire nuts (and/or cams) and slung blocks.",11
"444",22096,"The Winsloner","West Side > Winslow Wall > East Clear Creek > Winslow- Hwy’s 87 & 99 Corridors > Northern Arizona > Arizona","https://www.mountainproject.com/route/106180004/the-winsloner",3.8,"Sport","5.11c",1,100,34.94209,-110.6632,"A superb route up a black varnished face.  Wanders past 11 bolts on excellent~ thin patina crimpers and a couple improbable crux sequences to anchor.","11 bolts & mussy hooks.",86
"445",73041,"Whiskey Weekend Jugs of Joy","Melting Mud West > East Hellgate > Hellgate Cliffs > Little Cottonwood Canyon > Wasatch Range > Utah","https://www.mountainproject.com/route/106282848/whiskey-weekend-jugs-of-joy",2.2,"Sport, Alpine","5.11a",1,45,40.59019,-111.64448,"3rd 4th 5th bolt crux's","8 Bolts to Anchors",18
"446",95716,"Good Housekeeping","White Cliffs of Dover - Left Side > White Cliffs of Dover > Quail Springs Area > Joshua Tree National Park > California","https://www.mountainproject.com/route/105724270/good-housekeeping",2.7,"Trad","5.11b",1,80,34.02919,-116.199,"Start right of Popular Mechanics and climb slick rock past a bolt and a gear placement (2"" piece) to access the first of five bolts which lead up the slabby arete and ends in the upper reaches of the Popular Mechanics dihedral (gear belay here). Use the fixed anchors of Popular Mechanics to rap back to the base.  The climbing is balancy~ footwork intensive and a nice counterpoint to the nearby cracks. Another quality Gaines route and a nice addition to the area. Three stars out of five.","5 bolts (3/8""~ 1/4"")~ pro to 3 inches",32
"447",15510,"The Bulb","The North Forty > Horseshoe Canyon Ranch > Arkansas","https://www.mountainproject.com/route/105965159/the-bulb",2.3,"Sport","5.8",1,40,36.00881,-93.29549,"Start on a flake and good holds to some side-pulls for the low crux.  After figuring out how to utilize the side-pulls~ continue on big holds and fun climbing to the top.  A very enjoyable climb.","Five bolts and a two bolt anchor.",50
"448",7933,"Dealer's Choice  Left","Halfway Rock > 10 Mile Canyon > Colorado","https://www.mountainproject.com/route/107751844/dealers-choice-left",2.2,"Sport","5.9",1,70,39.5388,-106.1364,"The trail brings you to the base of this route. The first two bolts are shared with Dealer's Choice Right. Climb up angling left after the 2nd bolt. Be on the look out for loose holds moving through the roof band.","Bolts and anchors.",18
"449",40438,"Drill and Repetition","4. Far Right (Warmup Area) > Hoback Shield > Jackson Hole > Wyoming","https://www.mountainproject.com/route/106083618/drill-and-repetition",2.3,"Sport","5.9",1,65,43.28858,-110.53698,"Intriguing climbing that avoids the large roof~ but still manages some exciting moves.","Bolts~ 2-bolt anchor (shared with Hook It).",35
"450",51634,"Blood, Sweat and Tears","Suburban Crag > Lone Mountain > La Madre Range > Southern Nevada > Nevada","https://www.mountainproject.com/route/116381738/blood-sweat-and-tears",1.6,"Sport","5.7",1,60,36.23651,-115.31342,"Four bolts leads to a two bolt anchor shared with the route on the left~ Ten for Two.","4 bolts~ 2 bolt anchor.",14
"451",64107,"Fails of Power","Cerberus Gendarme > Zion National Park > Utah","https://www.mountainproject.com/route/105792792/fails-of-power",3.6,"Trad","5.11c",2,80,37.27435,-112.94437,"This crack is the prominent corner to the left of Scarlet Begonias. Most folks just climb to the chain anchors just above the flake~ making the climb a 5.10b. The 5.11c comes past the first set of anchors and follows a finger crack over a small roof about 50 ft further.    It is fantastic! Perfect hands in the corner and then pulling the flake is a tad exposed but very fun. Very sustained classic crack climbing!  Great route!    Note that all anchors were placed on lead.","Mostly #1s and #2s all the way.  A .75 is handy above the flake.  A #3 may fit just below the flake too. Smaller gear will be necessary if you climb the small section. Watch your rope drag; it's a little tricky.  A few slings could be helpful.  Two bomber bolt anchors with chains are at the top of both pitches.",144
"452",90611,"10 TR","Ice Cream Parlor > Kane Springs Canyon > Moab Area > Utah","https://www.mountainproject.com/route/107606540/10-tr",2,"Sport, TR","5.10a",1,50,38.5092,-109.5995,"This is a fun and somewhat technical slab/face route that has no protection.  It is necessary to climb Parlor Game~ then traverse left to setup a tr on existing two bolt anchor.","No protection.  Climb Parlor Game~ the traverse left to the anchors on this one to set up a top rope.",31
"453",21616,"Cragmire","Sun Spot Crags > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona","https://www.mountainproject.com/route/105800430/cragmire",2.8,"Sport","5.11",1,50,32.34035,-110.68889,"Dihedral~ to crack~ to wide but not unpleasant crack to classic Mt lemmon face climbing across the headwall to the final crux moves. This route is on the upper tier of rocks called the Heliosphere.  Follow trail at the base of the first wall you reach (The Griddle) up and left to a cairn.  Contour east or right following more cairns. Where you start going up the hill turn back west gradually gaining altitude until you reach the left side of another couple of crags. (200 ft.)  Head up the gully to base of cliff.  Walk left under an oak tree.  This slightly overhanging  route starts in the short orange dihedral with a bolt.","Bolts",14
"454",62048,"Sam's Swan Song","2. Duet Area etc > *Cannon Cliff > New Hampshire","https://www.mountainproject.com/route/107880132/sams-swan-song",2.7,"Trad, Alpine","5.7 PG13",8,1000,44.15669,-71.68666,"When I climbed Sam's~ the third pitch was intact. Sam's Swan Song~ although easier than Moby Grape~ has had climbers get killed and has had hospitalizing injuries. All accidents were due to human error.       We found our way up the first try. On the sixth pitch~ Ted Hammond leading did an extreme variation missing the crux. Going left side up is the easiest. The crux high above the cow pasture goes through a pocket between blocks crossing upwards~ to the entrance above the void an unseen corner. After corner belay. Straight forward easier route finding from this belay to finish. It used to be among the full length classic routes. It may have had to much rock fall to rate this high. It could be rated as low as a bomb. Thank you~ very much Sam and company.    1. Climb corner or the Lightning Crack variation to belay on top of Buttress.    2. Move up and left to step across into shallow dike. Go up dike until able to ledges right of erosion rock.    3. Rock slides have changed this area. It was and is still potentially active. Its an ongoing process. No new info on area besides it is seriously doable and good for adventure. Climb what makes the most sense up the broken corner dike until able to move right.    4.Continue up corner until foot ledge right to shallow stance.    5. Up the easy ledges to the cow pasture~ a large recessed ledge.    6. Many ways to get lost and not do this crux pitch. Some lost ways can be difficult. Right slanting crack heading towards where you think would be wrong to go is the route. Keep on heading for the most exposed way up and you'll stay on route. The more directions here I think the worst off you'll understand. Most exposed and steep becomes no exposure and excellent crack corner to belay    7. Straight up to belay under small cracked overhang.    8. Take overhang crack to vegetation and finish where you're comfortable.","Trad rack",12
"455",94246,"Slipper Queen","Contest Wall > Sand Gulch > Shelf Road > Canon City > Colorado","https://www.mountainproject.com/route/105764850/slipper-queen",2.4,"Sport","5.11d",1,50,38.62148,-105.23217,"This is a fine route on the clean plaque of rock that the approach trail hits when it reaches the cliff (far left side of Contest Wall).  It starts just to the left of a rotten chimney and cave.  Slipper Queen has a 15 foot high first bolt guarded by very easy climbing.  The hard climbing begins at the 3rd bolt~ and is fairly sustained to the anchors.  The crux is fairly tricky since it requires a long move to a crimp that is very difficult to see from below.      Good route~ but probably not deserving of the ""4 star"" rating it gets in the new Knapp guidebook.","6 bolts to a 2 bolt anchor",12
"456",108206,"The Incinerator","Incinerator Wall > Central Pinnacles > Holcomb Valley Pinnacles > Big Bear North > Big Bear Lake Area > San Bernardino Mountains > California","https://www.mountainproject.com/route/105852331/the-incinerator",3.5,"Sport","5.12a",1,40,34.30908,-116.87825,"A local classic that tackles the steep face/arete on the north side of the formation.     Mostly good holds the entire way with an obvious crux past the third bolt~ where a long reach gains better holds above. A hold broke in the crux area several years back~ but the grade remains intact~ if not more solid than before.    Super fun and well-protected~ this is a popular one to finish the day or oneself on.","4 bolts~ sport anchors",89
"457",75937,"The Creation of Tranquility","Right Side > Riverview Park > Frenchman Coulee, AKA Vantage > Central Region > Washington","https://www.mountainproject.com/route/106721160/the-creation-of-tranquility",2.9,"Sport","5.11a",1,40,47.02353,-119.98132,"Tricky crux that is hard to figure out onsight. Good holds are all around you but finding them first go can be hard.","5 bolts with chain anchors at the top",15
"458",61611,"Shine On","The Northwest Territories > *Rumney > New Hampshire","https://www.mountainproject.com/route/109601770/shine-on",2.4,"Sport","5.5",1,55,43.80478,-71.84537,"Shine On (You Crazy Friends). Up and left from where the trail hits the cliff~ this is the Second-to-left-most route.  Up easy ground~ then move left through a bulge~ up a slab~ then over another bulge at an under cling pocket.  Sustained~ with three cruxes of similar difficulty.  ""The best sport 5.4 in the park.""    First done at the end of Jason's trip~ just before he flew back to Alaska~ it was lead in a steady rain.","7 bolts to LO.",76
"459",8454,"Rickles","The Funny Face > Ice Cave Walls > Rifle Mountain Park > Rifle > Colorado","https://www.mountainproject.com/route/106193308/rickles",2.4,"Sport","5.8-",1,50,39.71141,-107.69251,"Start by the tree to gain the left trending crack. Great holds gets you to the first clip.  Move up on more great holds past clip 2 and through the short headwall with somewhat harder moves to a stance. Move to left of the bulge using the flake with really good holds to the anchors.","8 clips to anchors.",101
"460",87609,"Karot Tots","(k) The Dihedrals > Smith Rock > Central Oregon > Oregon","https://www.mountainproject.com/route/106392598/karot-tots",3.6,"Trad","5.11b",2,90,44.3665,-121.14564,"Karot Tots was an important route in the history of Smith climbing~ as it was one of the first routes to tackle the steep faces of the dihedrals.  Though essentially a crack climb~ the route requires a few commiting face moves to traverse between the cracks.      Though classic & excellent~ the route is a bit of a pain to climb~ since it traverses so much.  The route turns two aretes~ which compounds rope drag and makes it impossible to clean the route while lowering.  These factors have hampered the route's popularity~ but if you have an adventurous mindset this route is a must do~ and one of the best low-end 5.11s at Smith.    Begin up the classic Karate Crack.  Around 10 feet before the crack hooks right~ traverse straight left~ using a surprisingly slopey pocket~ to gain the tail end of the thin~ arching seam that snakes its way to the left arete of the Karate Wall.  Follow this seam past a bolt~ placing bomber nuts or TCU's along the way.  As the seam turns horizontal it opens up~ providing large jugs for the hand traverse.  Turn the corner~ after which the difficulty eases substantially.  Continue traversing left around the next arete to a 2 bolt anchor.  Most folks rap off here~ but its also possible to climb 5.6ish knobs up the low-angle~ sparsely-bolted slab to the summit of the wall.  If rapping~ beware that the rap route goes right over the popular Watts Tots & Latest Rage.","Gear to 3""~ including TCUs or stoppers for the thin seam.  There is one bolt on the face between the cracks.",11
"461",90220,"Where the Wild Things Are","Potter Mountain Cliff > Silver Lake > K: Northern Region > Adirondacks > New York","https://www.mountainproject.com/route/108373472/where-the-wild-things-are",3.6,"Trad","5.10b",3,330,44.5173,-73.7984,"I've only climbed pitch one.  It has very good climbing in a long pitch (170').  Consult Adirondack Rock online for a description of the upper pitches.    Start below the right end of a left rising crack.  Climb up and right to a stance and a bolt.  Friction right past another bolt and up to the 3rd class ledge.  Head straight up the steep headwall (crux) for a few clips and then traverse right to a right facing flake.  Head up the flake on less steep terrain and belay at a tree.    Double rope rap to the ground from the Groovitational Pull anchors located 25 feet to the left.","Draws and slings for pitch one.",13
"462",91834,"Second Rule","Reeds Creek > West Virginia","https://www.mountainproject.com/route/112835359/second-rule",2.6,"Sport","5.7",1,70,38.785,-79.288,"Positive climbing up a right sloping ramp to stem and mantles.  The last bolt is an awkward clip from the v of the upper dihedral~ and might be better off in a different location.  Don't skip it and run it out to the anchor~ or you'll risk a ledge fall.  You can also clip it from below","9 bolts.  2 bolt anchor.",27
"463",78782,"Women On Mopeds","West Face > Crab Eyes > Charon's Gardens > Wichita Mountains Wildlife Refuge > Oklahoma","https://www.mountainproject.com/route/105986375/women-on-mopeds",2.8,"Trad","5.10a",1,50,34.72231,-98.74642,"Obvious hand crack on the left side. A short scramble will leave you on a ledge where you make a weird move to gain the hand crack. Escape left on 3rd class terrain(continuing straight up through the offwidth will put you on the 10d Babes on Harleys)","Standard Rack.",11
"464",25793,"Essence of Manky","A. Manky Alcove > D. East Falls > *Jackson Falls > Illinois","https://www.mountainproject.com/route/107017167/essence-of-manky",2.2,"Sport","5.9",1,40,37.50415,-88.68139,"Stem up the back of the alcove until your legs can't stretch anymore and switch to the left side to lie back the crack to the anchors.  Fun route but too short.","4 bolts + anchor",14
"465",92156,"Monkey See Monkey Do","South Peak - West Face > Seneca Rocks > West Virginia","https://www.mountainproject.com/route/106032016/monkey-see-monkey-do",2.6,"Trad","5.9",2,100,38.83453,-79.36677,"This is a great route to reach Back to the Front.  Although it's listed in the guidebook as 2 pitches~ they are easily combined to make a nice long pitch.  P1:  5.7 face climbing.  P2:  Watch out for a few loose blocks at the start of the second pitch on the corner/arete.  Crux moves are around the bolt and up the shallow corner/crack.  Finish on Old Man's Traverse Ledge 10 Ft. left of Prune's finish.","2 bolts and a pin.  Standard Seneca rack.  Mostly smaller gear.  Well protected except for the very easy moves at the start of the first pitch.",13
"466",64163,"Infrared","Big Bend Butte > River Road > Moab Area > Utah","https://www.mountainproject.com/route/105718177/infrared",3.9,"Trad","5.11c",4,400,38.65077,-109.47332,"An overlooked gem of a tower route!  When looking up at the Butte from the road~ three splitters are visible on the right side of the buttress.  The thin~ thin one on the left is Clearlight.  The obvious one in the middle (a 6-8"" horror) is Dolomite Wall~ and the rightmost one is Infrared.    P1: Begin in the first crack system left of the corner formed by Big Bend Butte and Dolomite Spire.  It is a stemming slot up broken rock and roofs to a wide-hands crack.  Belay at bolts.  5.10.    P2: Two ways to go.  The original route climbs up off the belay~ clips a bolt and then immediately steps left on improbable ledges to a steep crack system.  Continue up this to a large ledge and ultimately a steep~ perfect-fists crack in a corner.  Belay below the splitter at bolts.  A variation clips the bolt and continues straight up in the obvious wide crack to the same large ledge~ up the pillar on the right~ then traverses straight left on exposed ramps to the same belay.  I've done both variations (we got our ropes stuck on rappel and had to climb it again) and actually recommend the wide crack on the right - but both are very good.  5.10+.    P3: The long~ awesome~ wide hands/fists splitter!  This is the baby that is visable from the road.  Climb 120+ feet of beautiful tight fists~ past a bolt protecting a loose block~ and up to a diagonal crack under a roof (perfect hands here)~ around the roof~ and up to a bolted belay.  5.10+.    P4: Continue up an incredible system of corners and roofs using face holds and broken cracks.  You basically follow the overhung dihedral up and right until you are forced left around the arete and onto the final headwall.  Many bolts protect this unlikely~ awesome pitch.  There are two cruxes -- a pumpy one about 40' off the belay~ and a technical once you've established yourself around the corner up high.  5.12-.    Four double-rope raps down the route.  Make sure to fix the end of one your lines to anchor below the fourth pitch before you depart!!!  The top pitch is so overhanging that you will need to reel yourself into the anchor on the first rappel!","Single set of cams from blue Alien to #4 Camalot.  Triples in hands-fists sizes.  Wires.  Many draws/slings.",62
"467",90477,"Claim Jumper","Main Wall > Shelving Rock > F: Lake George Region > Adirondacks > New York","https://www.mountainproject.com/route/109114269/claim-jumper",3.5,"Trad","5.11b",1,100,43.5605,-73.60366,"up a left facing corner about 12 off the ground to small roof with a fix nut. step right and go up to large roof pull roof. then up to an overhang go over the overhang(crux). left around a bulge back right and up. finish in a right facing corner with a big crack in it to a ledge.","some small gear then the rest is quickdraws with bolt anchors at the top",13
"468",101788,"El Nino","Warming Wall > Mammoth Lakes Area > Sierra Eastside > California","https://www.mountainproject.com/route/105912930/el-nino",2,"Sport","5.11a",1,40,37.6478,-119.003,"The climb is short~ and the holds appear big.   Don't be fooled.    The first half of the climb is steep~ but the holds really are good.   The second half provides the crux with a tricky sequence getting up to and passed the last bolt.","4 bolts~ open shuts anchor",11
"469",86464,"Tsunami","Shipyard Rock > South Seas > Mount Rushmore National Memorial > The Needles Of Rushmore > South Dakota","https://www.mountainproject.com/route/105715787/tsunami",3,"Sport","5.9",1,70,43.8864,-103.46677,"To get there there is a crevice between where W.A.S.P. is and Waves. you boulder up there about 20 or 30 feet and its the third route from the left. This route is killer. It is up spines. it has great hold and awesome side pulls and very good rests.","This route has awesome pro. There is about 5 or 6 bolts I think. The person who put up this route really knew what he was doing the rope runs perfectly though the spines.",39
"470",89977,"Diva","Neanderthal Cave > Shelving Rock > F: Lake George Region > Adirondacks > New York","https://www.mountainproject.com/route/108191611/diva",2.7,"Sport","5.10a",1,95,43.55944,-73.60333,"Climb through three overhangs.  There are a couple holds that are tough to see until committed.  Once on the slab at roughly mid route do not trend left~ stay basically straight. (This bolt is impossible to see from below)  Now the route crosses Devo at a silver bolt and climbs through steep juggy terrain(follow the black bolts)to the anchors.","Bolts",28
"471",93044,"Tap It","Lower Pumphouse Wash > Oak Creek Canyon > Northern Arizona > Arizona","https://www.mountainproject.com/route/106581571/tap-it",2.6,"Trad, Sport","5.8",1,60,35.0262,-111.7326,"A beautiful line up a steep slab with nice moves.","2 bolts~ #1~ #3 and medium stoppers to anchors.",14
"472",99159,"Adios Larry","Glitter Box Area > Lower Devil's Canyon > Queen Creek Canyon > Central Arizona > Arizona","https://www.mountainproject.com/route/106461849/adios-larry",3,"Sport","5.10b PG13",2,160,33.27178,-111.04223,"Start on the big ledge that you take to get to Hidden Splendor. Face to ramp with 2 bolt anchor. Bolts are widely spaced~ having just a few small-med cams and stoppers will help the runout. Key hold to clear the roof-like top move is now gone (sorry) and protecting this last move is wise.","Solid bolts~ having some trad to supplement will help.",18
"473",76668,"Wind Dance","Upper Breadloaves - East > Breadloaves > City of Rocks > South Idaho > Idaho","https://www.mountainproject.com/route/115450967/wind-dance",2.5,"Sport","5.7",1,100,42.08784,-113.72878,"A new bolted route just right of Manky Skum and on the same section of rock.  A little grainy~ but will clean up with repeats.  This will become very popular as a safe intro to lead climbing.  Like other Kevin Pogue routes~ they all seem to attract crowds.","All bolts (16 bolts)",25
"474",33218,"Finger in the Dike","b. Practice Face > Ralph Stover State Park (High Rocks) > Southeastern Lowlands > Pennsylvania","https://www.mountainproject.com/route/106134924/finger-in-the-dike",2.3,"Trad, TR","5.6 PG13",1,50,40.44047,-75.0994,"Climb the smooth face between the cracks of Ivy Leaf (20 feet left) and Practice Climb (8 feet right) past a short crack and left-facing corner.  Continue more or less straight up through the small overhangs/bulges to the top.","Standard Rack (PG)",21
